"Mês Ano";"Área de atuação (Função)";"Subfunção";"Órgão Superior";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"10/2025";"09 - Previdência social";"124 - Controle interno";"33000 - Ministério da Previdência Social";"57.182,39";"91.835,22";"96.577,07";"0,00";
"10/2025";"08 - Assistência social";"125 - Normatização e fiscalização";"33000 - Ministério da Previdência Social";"2.022.086,00";"571.422,08";"594.387,96";"0,00";
"10/2025";"09 - Previdência social";"846 - Outros encargos especiais";"33000 - Ministério da Previdência Social";"50.068.743,87";"70.457.522,74";"70.343.356,65";"0,00";
"10/2025";"08 - Assistência social";"241 - Assistência ao idoso";"33000 - Ministério da Previdência Social";"400.000,00";"4.143.452.805,78";"4.158.186.880,87";"0,00";
"10/2025";"09 - Previdência social";"271 - Previdência básica";"33000 - Ministério da Previdência Social";"50.863.555.262,44";"77.457.292.561,93";"76.984.185.763,08";"1.744.606,11";
"10/2025";"09 - Previdência social";"122 - Administração geral";"33000 - Ministério da Previdência Social";"389.529.465,95";"491.223.907,86";"507.866.614,61";"434.786,38";
"11/2025";"10 - Saúde";"122 - Administração geral";"33000 - Ministério da Previdência Social";"16.345,48";"16.345,48";"16.345,48";"0,00";
"11/2025";"05 - Defesa nacional";"331 - Proteção e benefícios ao trabalhador";"33000 - Ministério da Previdência Social";"0,00";"103.268,86";"104.134,37";"0,00";
"11/2025";"04 - Administração";"124 - Controle interno";"33000 - Ministério da Previdência Social";"0,00";"10.000,00";"10.000,00";"0,00";
"11/2025";"09 - Previdência social";"126 - Tecnologia da informação";"33000 - Ministério da Previdência Social";"31.533.321,39";"21.191.148,33";"19.110.558,53";"0,00";
"11/2025";"04 - Administração";"122 - Administração geral";"33000 - Ministério da Previdência Social";"61.754,38";"18.299,73";"53.631,11";"0,00";
"11/2025";"11 - Trabalho";"122 - Administração geral";"33000 - Ministério da Previdência Social";"589.673,68";"719.871,89";"746.366,08";"0,00";
"11/2025";"11 - Trabalho";"126 - Tecnologia da informação";"33000 - Ministério da Previdência Social";"3.589.619,25";"3.589.619,25";"3.589.619,25";"0,00";
"11/2025";"09 - Previdência social";"124 - Controle interno";"33000 - Ministério da Previdência Social";"2.098.440,39";"42.097,59";"48.198,14";"0,00";
"11/2025";"09 - Previdência social";"125 - Normatização e fiscalização";"33000 - Ministério da Previdência Social";"339.469,00";"135.404,22";"33.702,06";"0,00";
"11/2025";"08 - Assistência social";"242 - Assistência ao portador de deficiência";"33000 - Ministério da Previdência Social";"5.849.008.882,67";"5.970.750.089,26";"6.026.361.077,37";"0,00";
"11/2025";"04 - Administração";"573 - Difusão do conhecimento científico e tecnológico";"33000 - Ministério da Previdência Social";"0,00";"0,00";"7.815,28";"0,00";
"11/2025";"09 - Previdência social";"846 - Outros encargos especiais";"33000 - Ministério da Previdência Social";"121.947.983,43";"139.421.512,13";"70.208.266,54";"0,00";
"11/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"33000 - Ministério da Previdência Social";"184.209.933,23";"427.177.068,42";"384.022.110,53";"0,00";
"11/2025";"08 - Assistência social";"125 - Normatização e fiscalização";"33000 - Ministério da Previdência Social";"483.093,14";"1.019.001,48";"1.000.229,22";"0,00";
"11/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"33000 - Ministério da Previdência Social";"1.121.686.659,90";"718.460.047,50";"488.618.786,37";"6.027,98";
"11/2025";"09 - Previdência social";"092 - Representação judicial e extrajudicial";"33000 - Ministério da Previdência Social";"13.750.138,66";"13.184.341,88";"12.748.247,42";"0,00";
"11/2025";"08 - Assistência social";"241 - Assistência ao idoso";"33000 - Ministério da Previdência Social";"530.000,00";"4.119.054.669,46";"4.149.717.378,70";"0,00";
"11/2025";"09 - Previdência social";"331 - Proteção e benefícios ao trabalhador";"33000 - Ministério da Previdência Social";"32.127.770,52";"39.465.375,69";"35.756.403,12";"1.160,00";
"11/2025";"09 - Previdência social";"128 - Formação de recursos humanos";"33000 - Ministério da Previdência Social";"67.160,00";"24.616,44";"26.341,64";"0,00";
"11/2025";"09 - Previdência social";"271 - Previdência básica";"33000 - Ministério da Previdência Social";"93.065.275.772,16";"79.950.833.005,47";"77.237.197.435,39";"- 4.166.956,29";
"11/2025";"09 - Previdência social";"122 - Administração geral";"33000 - Ministério da Previdência Social";"802.095.597,03";"678.892.017,22";"511.526.831,30";"3.822.697,04";
"12/2025";"03 - Essencial à justiça";"092 - Representação judicial e extrajudicial";"33000 - Ministério da Previdência Social";"666,65";"0,00";"0,00";"0,00";
"12/2025";"11 - Trabalho";"126 - Tecnologia da informação";"33000 - Ministério da Previdência Social";"542.373,70";"542.373,70";"542.373,70";"0,00";
"12/2025";"09 - Previdência social";"301 - Atenção básica";"33000 - Ministério da Previdência Social";"0,00";"0,00";"0,00";"0,00";
"12/2025";"05 - Defesa nacional";"331 - Proteção e benefícios ao trabalhador";"33000 - Ministério da Previdência Social";"- 6.101.102,12";"103.553,23";"103.268,86";"0,00";
"12/2025";"12 - Educação";"363 - Ensino profissional";"33000 - Ministério da Previdência Social";"1.657,70";"404,76";"0,00";"0,00";
"12/2025";"09 - Previdência social";"125 - Normatização e fiscalização";"33000 - Ministério da Previdência Social";"17.190,80";"242.261,95";"338.619,09";"0,00";
"12/2025";"08 - Assistência social";"126 - Tecnologia da informação";"33000 - Ministério da Previdência Social";"0,00";"0,00";"0,00";"0,00";
"12/2025";"04 - Administração";"122 - Administração geral";"33000 - Ministério da Previdência Social";"181.358,69";"215.291,74";"165.057,02";"0,00";
"12/2025";"08 - Assistência social";"242 - Assistência ao portador de deficiência";"33000 - Ministério da Previdência Social";"5.730.605.917,12";"5.960.270.907,09";"5.967.510.405,21";"0,00";
"12/2025";"10 - Saúde";"122 - Administração geral";"33000 - Ministério da Previdência Social";"360.211,42";"360.211,42";"360.211,42";"0,00";
"12/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"33000 - Ministério da Previdência Social";"241.529.501,52";"390.871.754,44";"427.043.959,74";"64.441,11";
"12/2025";"08 - Assistência social";"241 - Assistência ao idoso";"33000 - Ministério da Previdência Social";"688.225.720,99";"4.082.535.525,63";"4.080.474.329,18";"0,00";
"12/2025";"11 - Trabalho";"122 - Administração geral";"33000 - Ministério da Previdência Social";"2.305.478,92";"2.305.478,92";"2.308.199,13";"0,00";
"12/2025";"09 - Previdência social";"128 - Formação de recursos humanos";"33000 - Ministério da Previdência Social";"78.732,00";"144.337,19";"144.913,20";"0,00";
"12/2025";"09 - Previdência social";"331 - Proteção e benefícios ao trabalhador";"33000 - Ministério da Previdência Social";"39.051.489,33";"45.200.504,23";"40.445.526,20";"21.330,00";
"12/2025";"08 - Assistência social";"125 - Normatização e fiscalização";"33000 - Ministério da Previdência Social";"- 263.716,09";"1.210.341,18";"1.215.649,55";"512,00";
"12/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"33000 - Ministério da Previdência Social";"912.287,12";"485.953.071,38";"718.568.157,38";"0,00";
"12/2025";"09 - Previdência social";"126 - Tecnologia da informação";"33000 - Ministério da Previdência Social";"46.636.006,00";"32.629.399,54";"8.730.245,36";"0,00";
"12/2025";"04 - Administração";"124 - Controle interno";"33000 - Ministério da Previdência Social";"11.316,32";"11.316,32";"11.316,32";"0,00";
"12/2025";"09 - Previdência social";"124 - Controle interno";"33000 - Ministério da Previdência Social";"- 2.088.604,00";"227.882,27";"215.167,39";"0,00";
"12/2025";"09 - Previdência social";"846 - Outros encargos especiais";"33000 - Ministério da Previdência Social";"49.825.675,79";"71.023.650,86";"139.476.367,73";"0,00";
"12/2025";"09 - Previdência social";"092 - Representação judicial e extrajudicial";"33000 - Ministério da Previdência Social";"41.250.000,00";"18.240.895,64";"18.023.867,00";"0,00";
"12/2025";"09 - Previdência social";"271 - Previdência básica";"33000 - Ministério da Previdência Social";"33.073.246.844,57";"76.557.770.539,56";"78.934.605.193,59";"7.112.424,22";
"12/2025";"09 - Previdência social";"122 - Administração geral";"33000 - Ministério da Previdência Social";"375.774.024,40";"623.284.042,37";"687.067.112,84";"1.147.090,71";
