"Mês Ano";"Área de atuação (Função)";"Subfunção";"Órgão Superior";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"12/2025";"10 - Saúde";"511 - Saneamento básico rural";"36000 - Ministério da Saúde";"56.883.398,89";"9.595.311,61";"10.709.682,07";"7.119.843,40";
"12/2025";"10 - Saúde";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"431.883.580,50";"370.611.882,76";"205.738.218,25";"5.567.208,08";
"12/2025";"10 - Saúde";"126 - Tecnologia da informação";"36000 - Ministério da Saúde";"96.101.188,72";"66.111.556,92";"60.967.335,14";"3.565.100,90";
"12/2025";"10 - Saúde";"303 - Suporte profilático e terapêutico";"36000 - Ministério da Saúde";"2.182.284.251,67";"1.990.790.522,76";"2.366.932.604,38";"26.087.127,09";
"12/2025";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"36000 - Ministério da Saúde";"41.964.579,05";"104.478.490,10";"105.321.589,28";"0,00";
"12/2025";"10 - Saúde";"305 - Vigilância epidemiológica";"36000 - Ministério da Saúde";"1.211.943.139,65";"1.629.251.802,23";"1.550.084.727,76";"20.606.703,05";
"12/2025";"10 - Saúde";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"226.977.251,14";"176.953.768,01";"180.838.110,94";"56.125.114,87";
"12/2025";"10 - Saúde";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"132.841.385,29";"142.419.128,45";"125.507.707,48";"4.779.504,38";
"12/2025";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"36000 - Ministério da Saúde";"15.229.660.836,20";"10.972.091.015,16";"11.045.241.007,60";"168.710.747,43";
"12/2025";"10 - Saúde";"122 - Administração geral";"36000 - Ministério da Saúde";"1.644.900.128,28";"2.916.087.626,67";"2.973.986.537,74";"932.683,26";
"12/2025";"10 - Saúde";"301 - Atenção básica";"36000 - Ministério da Saúde";"6.144.908.342,95";"6.234.403.310,80";"6.255.316.962,30";"29.699.826,18";
